username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
true_pundit;2017-09-13 12:40;7;12;"HURRICANE IRMA: US Navy dispatches carrier to help search-and-rescue operations in Florida Keys http://truepundit.com/hurricane-irma-us-navy-dispatches-carrier-to-help-search-and-rescue-operations-in-florida-keys/ …";;;;"907946994622193664";https://twitter.com/true_pundit/status/907946994622193664
USATODAY;2017-09-13 11:56;24;57;""Still standing." Florida Keys flyover shows damage but no disaster. https://usat.ly/2jkVRcS #HurricaneIrmapic.twitter.com/R7n81oGO9b";;;#HurricaneIrmapic;"907935899761201152";https://twitter.com/USATODAY/status/907935899761201152
USATODAY;2017-09-13 11:43;51;37;"Hard hit by #Irma: Drone footage reveals #HurricaneIrma's impact on Key West, Florida: https://usat.ly/2jkVRcS pic.twitter.com/BTIvAjX86r";;;#Irma #HurricaneIrma;"907932798518001664";https://twitter.com/USATODAY/status/907932798518001664
DavidOvalle305;2017-09-13 11:24;7;24;"I'll be on CNN at 8 am talking Hurricane Irma and the Florida Keys http://www.miamiherald.com/news/weather/hurricane/article172969686.html …";;;;"907927925407830016";https://twitter.com/DavidOvalle305/status/907927925407830016
CBSThisMorning;2017-09-13 11:16;14;17;"About 70% of the Florida Keys are without power. Cell phone and internet service are almost nonexistent. #Irma http://cbsn.ws/2wp5J6V pic.twitter.com/Z3VGNMguh9";;;#Irma;"907926069784842241";https://twitter.com/CBSThisMorning/status/907926069784842241
zerohedge;2017-09-13 11:15;23;16;"25% Of Homes In Florida Keys Destroyed By Hurricane Irma http://www.zerohedge.com/news/2017-09-13/irma-destroyed-nearly-quarter-homes-florida-keys …";;;;"907925761730007040";https://twitter.com/zerohedge/status/907925761730007040
GMA;2017-09-13 11:09;55;56;"WATCH: Devastation across the Florida Keys; 90% of homes damaged or destroyed: http://abcn.ws/2xYKMk4 pic.twitter.com/GR65hxHmLm";;;;"907924238505406465";https://twitter.com/GMA/status/907924238505406465
nycjim;2017-09-13 10:54;57;32;"Wasteland of debris. That what left of much of Florida Keys. Powerful photos via @MiamiHerald http://www.miamiherald.com/news/local/community/florida-keys/article172942856.html …pic.twitter.com/7iYH1kDsAv";;@MiamiHerald;;"907920472041455616";https://twitter.com/nycjim/status/907920472041455616
CBSThisMorning;2017-09-13 10:40;15;17;"Hurricane #Irma destroyed a quarter of houses in the Florida Keys. Nearly two-thirds have *major* damage. Latest on @CBSThisMorning at 7am.pic.twitter.com/8Nvt9UKh49";;@CBSThisMorning;#Irma;"907916796069642240";https://twitter.com/CBSThisMorning/status/907916796069642240
GMA;2017-09-13 10:38;26;28;"COMING UP ON @GMA: 90 percent of homes in Florida Keys damaged by Hurricane Irma pic.twitter.com/oSCfBnj9WB";;@GMA;;"907916346830225408";https://twitter.com/GMA/status/907916346830225408
CNN;2017-09-13 10:15;84;145;"“For two days it was hell”: A look at Hurricane Irma’s devastation in the lower Florida Keys http://cnn.it/2wYPrU7 http://cnn.it/2xwW9Uq";;;;"907910486900998144";https://twitter.com/CNN/status/907910486900998144
NewDay;2017-09-13 10:07;25;36;". @ChrisCuomo describes "blocks of debris, downed power lines, and mutilated memories" in Florida Keys http://snpy.tv/2vU1dxt";;@ChrisCuomo;;"907908679026003968";https://twitter.com/NewDay/status/907908679026003968
CBSNews;2017-09-13 10:03;13;24;"As Florida Keys slowly reopen after Irma, residents grow frustrated http://cbsn.ws/2h2Z1xI pic.twitter.com/JemRH9MT6C";;;;"907907479216050176";https://twitter.com/CBSNews/status/907907479216050176
FoxNews;2017-09-13 09:34;133;151;"25 percent of Florida Keys homes are gone after Irma, @FEMA estimateshttp://fxn.ws/2f50W82";;@FEMA;;"907900296558346241";https://twitter.com/FoxNews/status/907900296558346241
StormchaserUKEU;2017-09-13 08:24;29;27;"Where's ocean gone ?? Another image of water pushed out of the bay In key largo, Florida. #irma #HurricaneIrma pic.twitter.com/8EAQRCcsLO";;;#irma #HurricaneIrma;"907882774685736960";https://twitter.com/StormchaserUKEU/status/907882774685736960
AP;2017-09-13 08:16;135;87;"VIDEO: FEMA estimates Irma destroyed about 1/4 of the homes in the Florida Keys and damaged most of the others. http://apne.ws/JepzWiT";;;;"907880552203681793";https://twitter.com/AP/status/907880552203681793
CGTNOfficial;2017-09-13 06:09;33;122;"#Latest on #Irma - quarter of Florida Keys homes destroyed - 12 deaths reported in FL, bringing total to 55 - most areas still without power pic.twitter.com/Bq809skFLY";;;#Latest #Irma;"907848775795974144";https://twitter.com/CGTNOfficial/status/907848775795974144
cnni;2017-09-13 05:31;15;24;"Anxious residents begin returning to the battered Florida Keys after Irma http://cnn.it/2h22ZGX pic.twitter.com/gARj4aCc8M";;;;"907839020302000128";https://twitter.com/cnni/status/907839020302000128
theMMQB;2017-09-13 03:59;14;32;"Ex-NFL coach Jimmy Johnson's Florida Keys home was damaged by Hurricane Irma. https://www.si.com/nfl/2017/09/13/jimmy-johnson-hurricane-irma-florida-keys-house-mmqb … (via @SI_PeterKing)pic.twitter.com/9TBwu1YPQd";;@SI_PeterKing;;"907816098749231104";https://twitter.com/theMMQB/status/907816098749231104
SenRickScott;2017-09-13 03:51;54;149;". @FLGuard is actively coordinating a multi-service effort to conduct life-saving operations in the Florida Keys.";;@FLGuard;;"907813839990910976";https://twitter.com/SenRickScott/status/907813839990910976
ABC;2017-09-13 03:37;134;218;"MORE: All 42 bridges in the Florida Keys have been "deemed safe for vehicles," Monroe County officials say. http://abcn.ws/2fgAZz4 #Irmapic.twitter.com/TyWXrOAcE1";;;#Irmapic;"907810507922354176";https://twitter.com/ABC/status/907810507922354176
USATODAY;2017-09-13 03:30;63;63;"Hard hit by Irma: Drone footage reveals Hurricane Irma's impact on Key West, Florida. https://usat.ly/2eUFmPV pic.twitter.com/Jf4Pyomrp2";;;;"907808576793567232";https://twitter.com/USATODAY/status/907808576793567232
AC360;2017-09-13 03:16;17;53;"Florida Keys resident who evacuated ahead of Irma: I don't know what I am going back to http://cnn.it/2wYfXNj http://cnn.it/2xw5prU";;;;"907805242464620545";https://twitter.com/AC360/status/907805242464620545
ABCWorldNews;2017-09-13 02:58;53;219;"The new images tonight as @DavidMuir traveled with US military leading recovery effort in hard-hit Florida Keys in wake of Hurricane #Irma.pic.twitter.com/dB8726pJzx";;@DavidMuir;#Irma;"907800692026470400";https://twitter.com/ABCWorldNews/status/907800692026470400
MiamiHerald;2017-09-13 02:55;36;39;"WATCH: Reporter recounts his journey through the Florida Keys in the wake of Hurricane Irma http://hrld.us/2xwnkyJ pic.twitter.com/8sUEkjc23l";;;;"907799748890857472";https://twitter.com/MiamiHerald/status/907799748890857472
yamphoto;2017-09-13 02:04;23;29;"Latest dispatch: Paradise has seen better days. The Florida Keys are battered, if not entirely bowed. #HurricaneIrma http://www.latimes.com/nation/la-na-florida-irma-keys-20170912-story.html …pic.twitter.com/0C7etRyRI4";;;#HurricaneIrma;"907787101051203584";https://twitter.com/yamphoto/status/907787101051203584
hurrtrackerapp;2017-09-13 01:46;50;42;"Damage on the Florida Keys from Hurricane #Irma.https://twitter.com/WeatherNation/status/907782345964605440 …";;;#Irma;"907782476931719168";https://twitter.com/hurrtrackerapp/status/907782476931719168
DavidMuir;2017-09-13 01:23;65;713;"Sunset in the Florida Keys. Tested, but still beautiful. Pulling for everyone here. #Irma https://www.instagram.com/p/BY9m8FUjPk1/";;;#Irma;"907776776176365568";https://twitter.com/DavidMuir/status/907776776176365568
MichaelRLowry;2017-09-13 01:20;33;41;"Wow. Big Pine Key. Just awful. #Irma #Florida https://twitter.com/WeatherNation/status/907723474419933184 …";;;#Irma #Florida;"907776015266705408";https://twitter.com/MichaelRLowry/status/907776015266705408
CBSNews;2017-09-13 01:20;48;44;""It's hard to figure out where you are going to start over": Florida Keys residents assess staggering damage http://cbsn.ws/2xjaD9v pic.twitter.com/fo8y0cu7JU";;;;"907775844264939520";https://twitter.com/CBSNews/status/907775844264939520
BrigGenChaney;2017-09-13 00:27;26;62;"@TXMilitary 136th Airlift Control Flight loaded and on the way to Key West #Florida to support @USNationalGuard #HurricaneIrma recoverypic.twitter.com/xJsugr3JQU";;@TXMilitary @USNationalGuard;#Florida #HurricaneIrma;"907762516926910464";https://twitter.com/BrigGenChaney/status/907762516926910464
guardian;2017-09-13 00:26;32;79;"Man saves bird in Florida Keys after Hurricane Irma – video http://trib.al/SWzaoq1";;;;"907762421867188226";https://twitter.com/guardian/status/907762421867188226
AC360;2017-09-13 00:26;69;110;"CNN's @randikayeCNN got a bird's-eye view of the devastation in the Florida Keys after Hurricane Irma http://cnn.it/2jnwCqw";;@randikayeCNN;;"907762377751494656";https://twitter.com/AC360/status/907762377751494656
nytimes;2017-09-13 00:17;76;92;"Video: "We lost everything": Witnessing Irma's destruction in the Florida Keys http://nyti.ms/2jourmG";;;;"907759999807578112";https://twitter.com/nytimes/status/907759999807578112
USATODAY;2017-09-13 00:05;25;52;"'Still standing': Florida Keys flyover shows damage but no disaster https://usat.ly/2eUFmPV pic.twitter.com/kSYDWLD0dT";;;;"907756984413421568";https://twitter.com/USATODAY/status/907756984413421568
FoxNews;2017-09-12 23:08;414;430;"FEMA: 90% of Florida Keys' homes damaged or destroyed pic.twitter.com/HIdMvbbudj";;;;"907742671355047938";https://twitter.com/FoxNews/status/907742671355047938
BuzzFeedNews;2017-09-12 23:02;85;51;".@andrewkimmel_ is in the Florida Keys, which suffered significant destruction from Hurricane Irma https://www.pscp.tv/w/bIcNczMwMTA0fDFuQUpFZXpkdnlSSkxQr6syDNF1ZqT8EWRBCK_WZnvIHUO6Fvao3DwkXZTScQ== …";;@andrewkimmel_;;"907741157215526913";https://twitter.com/BuzzFeedNews/status/907741157215526913
USATODAY;2017-09-12 22:50;32;31;"Satellite images via DigitalGlobe show the before-and-after of #HurricaneIrma's wrath in the Florida Keys, Caribbean https://usat.ly/2vRFnuD pic.twitter.com/Cr6BR6CfH6";;;#HurricaneIrma;"907738116458471425";https://twitter.com/USATODAY/status/907738116458471425
CBSNews;2017-09-12 22:33;126;83;"FEMA reported today that Irma destroyed a quarter of the houses in the Florida Keys. Nearly two-thirds of the rest have major damage. pic.twitter.com/hSxCpak7iO";;;;"907733996511092737";https://twitter.com/CBSNews/status/907733996511092737
NBCNews;2017-09-12 22:00;43;52;"In Florida Keys, recovery means more than getting power back http://nbcnews.to/2fhmnzD pic.twitter.com/kBqOzqmFu0";;;;"907725607185866753";https://twitter.com/NBCNews/status/907725607185866753
wsvn;2017-09-12 21:35;13;22;"After #Irma, local food bank @FeedingSFL to send water, supplies to Florida Keys victims http://wsvn.com/news/local/after-irma-local-nonprofit-to-send-supplies-to-keys-victims/ …pic.twitter.com/qMhgZiReKH";;@FeedingSFL;#Irma;"907719340958593026";https://twitter.com/wsvn/status/907719340958593026
CBSNews;2017-09-12 21:30;102;73;"FEMA estimates that Hurricane Irma destroyed 25 percent of homes in the Florida Keys http://cbsn.ws/2h0PwCT pic.twitter.com/XJBVhOye2i";;;;"907718183389470721";https://twitter.com/CBSNews/status/907718183389470721
DavidOvalle305;2017-09-12 21:26;32;47;"Facebook Live: Sharing my journey through the Florida Keys in the wake of Hurricane Irma http://www.miamiherald.com/news/weather/hurricane/article172893786.html … #MHpic.twitter.com/9MRcaL5UuS";;;#MHpic;"907717124554199040";https://twitter.com/DavidOvalle305/status/907717124554199040
XNSNews;2017-09-12 21:26;120;152;"There is a US Navy battle group off the Florida Keys, using C-130s to drop pallets of food and water to it's own citizens, let that sink in pic.twitter.com/v23La4CLX2";;;;"907716996879585286";https://twitter.com/XNSNews/status/907716996879585286
CNNSitRoom;2017-09-12 21:23;88;52;"FEMA estimates 90% of the homes in the Florida Keys have either been damaged or destroyed http://cnn.it/2wZ5TUo http://snpy.tv/2wnTvLH";;;;"907716329141964800";https://twitter.com/CNNSitRoom/status/907716329141964800
yamphoto;2017-09-12 21:01;22;19;"'Basically every house' in Florida Keys affected as some residents allowed back. #HurricaneIrma http://www.latimes.com/nation/nationnow/la-na-irma-aftermath-20170912-story.html …pic.twitter.com/QyyIfW4thk";;;#HurricaneIrma;"907710744191537152";https://twitter.com/yamphoto/status/907710744191537152
weatherchannel;2017-09-12 20:37;126;136;"The Florida Keys saw severe damage from Hurricane #Irma. Here's what it looks like from above: http://wxch.nl/2wZhILJ pic.twitter.com/NJFRmiOzFO";;;#Irma;"907704695044657154";https://twitter.com/weatherchannel/status/907704695044657154
fox_sheldon;2017-09-12 20:28;10;24;"South Florida's bravest-- @CityofMiamiFire leads elite task force to #Keys for search, rescue @wsvn #7News rides alongpic.twitter.com/F4Z0IbjMMu";;@CityofMiamiFire @wsvn;#Keys #7News;"907702596273545216";https://twitter.com/fox_sheldon/status/907702596273545216
people;2017-09-12 20:21;28;87;"Key West Rescue Animals, Including a Sloth, Llamas and More Weather Hurricane Irma Inside Florida Jail http://peoplem.ag/K2FrNxZ";;;;"907700817762951171";https://twitter.com/people/status/907700817762951171
CNN;2017-09-12 19:52;70;122;"Anxious residents begin returning to the battered Florida Keys after Irma http://cnn.it/2ffVZFY pic.twitter.com/YazX76N2Uw";;;;"907693415340666880";https://twitter.com/CNN/status/907693415340666880
NBCNews;2017-09-12 19:52;120;169;"Many residents of the Florida Keys are still without power and phone service after Irma, so @GadiNBC is helping families reconnect. pic.twitter.com/ZDxAHIb1X3";;@GadiNBC;;"907693341718040576";https://twitter.com/NBCNews/status/907693341718040576
CNN;2017-09-12 18:42;136;190;"“For two days it was hell”: A look at Hurricane Irma’s devastation in the lower Florida Keys http://cnn.it/2f2sRoS http://cnn.it/2ffQAPp";;;;"907675700731228160";https://twitter.com/CNN/status/907675700731228160
ajplus;2017-09-12 18:25;51;59;"FEMA estimates one quarter of homes in the Florida Keys were destroyed and 65% sustained major damage from hurricane #Irma.pic.twitter.com/ItiktOvPQr";;;#Irma;"907671468875513856";https://twitter.com/ajplus/status/907671468875513856
LoveMeowdotcom;2017-09-12 17:38;144;401;"54 Hemingway kitties are safe and well after hurricane Irma slammed Florida Keys. See full story & updates: http://www.lovemeow.com/54-hemingway-kitties-safe-and-well-after-hurricane-irma-slammed-florida-keys-2484102158.html …pic.twitter.com/AeFr9SeXpc";;;;"907659653349302272";https://twitter.com/LoveMeowdotcom/status/907659653349302272
mattdpearce;2017-09-12 17:31;47;123;"Learned about this one from @AlanZarembo: Hemingway's grim 1935 report on the hurricane that hit the Florida Keys. http://www.unz.org/Pub/NewMasses-1935sep17-00009?View=PDF …pic.twitter.com/9tNMTdnKSo";;@AlanZarembo;;"907657829556695040";https://twitter.com/mattdpearce/status/907657829556695040
Bencjacobs;2017-09-12 17:26;12;19;"Florida Keys facing potential 'humanitarian crisis' in Irma aftermath https://www.theguardian.com/world/2017/sep/11/florida-keys-facing-potential-humanitarian-crisis-in-irma-aftermath?CMP=share_btn_tw …";;;;"907656571223670785";https://twitter.com/Bencjacobs/status/907656571223670785
CNTraveler;2017-09-12 17:14;17;18;"Tourists aren't allowed in the Florida Keys until further notice http://cntrvlr.co/ygElL4j #hurricaneirma2017pic.twitter.com/Kc2ThHpVh8";;;#hurricaneirma2017pic;"907653578436874240";https://twitter.com/CNTraveler/status/907653578436874240
Helenhs;2017-09-12 16:41;12;11;"Heartbreaking. Florida Keys' residents lost everything. 90% of homes destroyed. @NYTimes https://www.nytimes.com/video/us/100000005425008/witnessing-irmas-destruction-in-the-florida-keys.html …";;@NYTimes;;"907645239325753347";https://twitter.com/Helenhs/status/907645239325753347
CNN;2017-09-12 16:11;238;299;"10,000 people who rode out Hurricane Irma in the Florida Keys may require evacuation http://cnn.it/2wUO8rM pic.twitter.com/AEJhMHaI9b";;;;"907637815713943553";https://twitter.com/CNN/status/907637815713943553
KeysRetired;2017-09-12 16:10;10;11;"Reports state that 25% of Florida Keys homes have been completely destroyed. Up to 10,000 residents remained to ride out Irma. Disaster. pic.twitter.com/YNE3o3yWpv";;;;"907637578807087105";https://twitter.com/KeysRetired/status/907637578807087105
NewsBreaking;2017-09-12 16:06;20;8;"#BREAKING: Officials say 1 in 4 Florida Keys homes destroyed by #Irma LIVE BLOG:http://bit.ly/2gBkWMf";;;#BREAKING #Irma;"907636452967768064";https://twitter.com/NewsBreaking/status/907636452967768064
FoxNews;2017-09-12 16:05;159;197;". @FEMA: Irma Destroyed 25 percent of Houses in the Florida Keys, Damaged Another 65 percent http://bit.ly/2eT14DI";;@FEMA;;"907636384067981313";https://twitter.com/FoxNews/status/907636384067981313
nytimes;2017-09-12 15:45;96;136;"Watch: “Hi. We lost everything.” In the Florida Keys, residents showed us the extent of Irma’s damage. http://nyti.ms/2w5nPPZ";;;;"907631152172859392";https://twitter.com/nytimes/status/907631152172859392
Reuters;2017-09-12 15:39;27;36;"Residents return to Florida Keys as Irma death toll rises http://reut.rs/2eSWci0";;;;"907629706077491200";https://twitter.com/Reuters/status/907629706077491200
wunderground;2017-09-12 15:30;21;16;"Florida, Georgia, South Carolina Reeling After Irma; Navy Dispatches Ships, Aircraft Carrier to the Keys http://bit.ly/2wXI8NR pic.twitter.com/O4ebge5T0o";;;;"907627415547002880";https://twitter.com/wunderground/status/907627415547002880
NPR;2017-09-12 15:27;30;52;"The U.S. Navy has sent several ships near the Florida Keys to lend personnel and supplies to the relief effort. http://n.pr/2gYKNBt";;;;"907626744185802754";https://twitter.com/NPR/status/907626744185802754
NPR;2017-09-12 15:19;86;97;"Fla. Gov. Rick Scott said Florida Keys are having issues getting power, water and sewer running; bridges are being inspected.";;;;"907624730324336640";https://twitter.com/NPR/status/907624730324336640
AnnKeilDux;2017-09-12 15:07;17;38;"Watching as hurricane relief crews head into the Keys from Florida City. #FEMA #emergencymanagement #HurricaneIrma @CityofMiamiFire @wsvnpic.twitter.com/qiWafZdVju";;@CityofMiamiFire @wsvnpic;#FEMA #emergencymanagement #HurricaneIrma;"907621653286400000";https://twitter.com/AnnKeilDux/status/907621653286400000
washingtonpost;2017-09-12 15:06;42;54;"Hurricane Irma’s impact, from the air: Florida Keys a bit battered but mostly spared http://wapo.st/2w4bg7B";;;;"907621329159049221";https://twitter.com/washingtonpost/status/907621329159049221
CNNPolitics;2017-09-12 15:01;14;16;"Sen. Marco Rubio says Florida should help facilitate moving residents of the lower Florida Keys who are in danger http://snpy.tv/2ffch2b";;;;"907620165327704064";https://twitter.com/CNNPolitics/status/907620165327704064
AP;2017-09-12 14:56;100;149;"The Latest: Governor says Florida Keys bridges appear to have escaped damage from Irma, but inspections continue. http://apne.ws/gl6LXRI";;;;"907618916423356416";https://twitter.com/AP/status/907618916423356416
USATODAY;2017-09-12 14:30;45;255;"The Florida Keys' most popular six-toed felines are safe! https://usat.ly/2wUSoYg";;;;"907612381995511808";https://twitter.com/USATODAY/status/907612381995511808
CBPFlorida;2017-09-12 14:27;14;37;"Helping those in need. U.S. Customs and Border Protection Special Response Team assisting with recovery efforts in Florida Keys #Irmapic.twitter.com/RWkYe0r8bH";;;#Irmapic;"907611714572648448";https://twitter.com/CBPFlorida/status/907611714572648448
Reuters;2017-09-12 14:21;127;115;"Painful images of Florida Keys as few residents granted entry http://reut.rs/2h1aBJG pic.twitter.com/ooU4sfrg0j";;;;"907610217197604869";https://twitter.com/Reuters/status/907610217197604869
ReaganBattalion;2017-09-12 14:15;36;65;"Video: Senator @MarcoRubio joined @USCG to get a firsthand look at #HurricaneIrma damage in #Florida Keys. pic.twitter.com/Xd0e6svq3u";;@MarcoRubio @USCG;#HurricaneIrma #Florida;"907608672330809344";https://twitter.com/ReaganBattalion/status/907608672330809344
SaraRamirez;2017-09-12 13:52;44;248;"‘Devastation’ in the Florida Keys: Here’s what happened when Irma struck http://www.miamiherald.com/news/weather/hurricane/article172742816.html …";;;;"907602927564595200";https://twitter.com/SaraRamirez/status/907602927564595200
AFP;2017-09-12 13:42;112;43;"#BREAKING US official says a quarter of houses in Florida Keys destroyed by Hurricane Irma";;;#BREAKING;"907600248016687104";https://twitter.com/AFP/status/907600248016687104
CNN;2017-09-12 13:18;266;278;"Hurricane Irma destroyed about 25% of the homes in the Florida Keys, FEMA says http://cnn.it/2wXxGEN pic.twitter.com/zr7irAAJql";;;;"907594307938418689";https://twitter.com/CNN/status/907594307938418689
FoxNewsResearch;2017-09-12 13:15;31;20;"Florida Keys Initial Estimate: •Basically every house impacted by #Irma •25% of houses destroyed •65% of houses w/ major damage (Via @fema)";;@fema;#Irma;"907593475864109062";https://twitter.com/FoxNewsResearch/status/907593475864109062
TIME;2017-09-12 13:15;18;43;"Florida Keys and state airports begin to reopen as Hurricane Irma recovery begins http://ti.me/2jl6qNj";;;;"907593430255243264";https://twitter.com/TIME/status/907593430255243264
BuzzFeedNews;2017-09-12 13:00;11;12;"Officials say the Florida Keys wouldn’t be equipped for repopulation for weeks — but residents just want to go home https://www.buzzfeed.com/amberjamieson/florida-keys-residents-want-to-return-home?bftwnews&utm_term=.spvvp8aKd#.gkl4Bed9o …";;;#;"907589623622156289";https://twitter.com/BuzzFeedNews/status/907589623622156289
nytimes;2017-09-12 12:40;99;158;"Air conditioning, almost as essential as air in subtropical Florida, was mourned from the Keys to the Panhandle http://nyti.ms/2xuwNXj";;;;"907584592001077249";https://twitter.com/nytimes/status/907584592001077249
CBSNews;2017-09-12 12:40;15;17;"Most of the Florida Keys have no running water or communication -- but the first people are being allowed back in: http://cbsn.ws/2eSPpEV pic.twitter.com/6orjmuepOO";;;;"907584588876275715";https://twitter.com/CBSNews/status/907584588876275715
people;2017-09-12 12:22;18;32;"It Looks Like a ‘War Zone’: The Most Devastating Pictures from Hurricane Irma Destruction in the Florida Keys http://peoplem.ag/WEMMK8d";;;;"907580231854292997";https://twitter.com/people/status/907580231854292997
DavidOvalle305;2017-09-12 12:13;21;21;"VIDEO: We traveled entire Florida Keys in hours after Hurricane Irma. Here's stories of the ppl we found http://www.miamiherald.com/news/weather/hurricane/article172756981.html … #mh";;;#mh;"907577878921011200";https://twitter.com/DavidOvalle305/status/907577878921011200
CNNweather;2017-09-12 11:44;27;28;"#Irma has cleared the Florida Keys. We are now able to get our first look at the damage and devastation left behind. http://cnn.it/2wW4bVd pic.twitter.com/cBAy1z0gNJ";;;#Irma;"907570678647443457";https://twitter.com/CNNweather/status/907570678647443457
AP;2017-09-12 11:37;342;483;"BREAKING: Officials in the upper Florida Keys are allowing residents, business owners to return after Hurricane Irma.";;;;"907568800127741952";https://twitter.com/AP/status/907568800127741952
ABC;2017-09-12 11:26;66;75;"Irma death toll in US rises to 11; Florida Keys face 'devastation': http://abcn.ws/2xhYCAZ pic.twitter.com/n3U884RA4m";;;;"907565976681697280";https://twitter.com/ABC/status/907565976681697280
GMA;2017-09-12 11:18;33;42;"WATCH: #Irma leaves a path of destruction as the Florida Keys devastated by monster storm: http://abcn.ws/2wXSVrF pic.twitter.com/B9pF4hZMTv";;;#Irma;"907564061780434944";https://twitter.com/GMA/status/907564061780434944
NBCNews;2017-09-12 11:16;24;103;""Our stuff is gone but we're okay"- @GadiNBC helps survivors in Florida Keys contact loved ones after #HurricaneIrmahttp://snpy.tv/2wTGMVu";;@GadiNBC;#HurricaneIrmahttp;"907563458245169153";https://twitter.com/NBCNews/status/907563458245169153
SuttaCBSMiami;2017-09-12 11:12;20;40;"Florida Keys residents finally returning to the Upper Keys this morning @CBSMiami #hurricaneimrapic.twitter.com/wH7YuvsEZS";;@CBSMiami;#hurricaneimrapic;"907562571343036416";https://twitter.com/SuttaCBSMiami/status/907562571343036416
shomaristone;2017-09-12 11:09;40;42;"Damage Left in South Florida and the Florida Keys by Hurricane Irma Seen From the Air http://www.nbcwashington.com/news/national-international/Damage-Left-in-Florida-by-Hurricane-Irma-Seen-From-the-Air-443739713.html …";;;;"907561822760382464";https://twitter.com/shomaristone/status/907561822760382464
GMA;2017-09-12 10:42;17;37;"COMING UP ON @GMA: IrmaTLH death toll in US rises to 11; Florida Keys face 'devastation' pic.twitter.com/ESENLEWMoy";;@GMA;;"907555015975301121";https://twitter.com/GMA/status/907555015975301121
SkyNews;2017-09-12 10:42;23;24;"Thousands of people may still have to be evacuated from Florida Keys in the wake of Hurricane #Irmahttp://trib.al/zRNPWak";;;#Irmahttp;"907554954440855553";https://twitter.com/SkyNews/status/907554954440855553
FoxNews;2017-09-12 09:27;75;177;"HURRICANE IRMA: @USNavy dispatches carrier to help search-and-rescue operations in Florida Keys http://fxn.ws/2y1FZ2o";;@USNavy;;"907536104668192768";https://twitter.com/FoxNews/status/907536104668192768
BBCWorld;2017-09-12 09:17;50;76;"Hurricane Irma: Florida to re-open storm-ravaged Keys http://bbc.in/2eSD9nR";;;;"907533560717901824";https://twitter.com/BBCWorld/status/907533560717901824
SkyNews;2017-09-12 09:11;22;27;"Hurricane Irma: Road to devastated Florida Keys shut off http://news.sky.com/story/hurricane-irma-road-to-devastated-florida-keys-shut-off-11031519 …";;;;"907532158646067200";https://twitter.com/SkyNews/status/907532158646067200
NBCNightlyNews;2017-09-12 09:05;22;36;"The military is called in to help with relief efforts in the Florida Keys. Details from @Miguelnbc.http://snpy.tv/2fdGxKG";;@Miguelnbc;;"907530475182239744";https://twitter.com/NBCNightlyNews/status/907530475182239744
ABTBSRS1;2017-09-12 09:01;14;58;"54 Hemingway Cats Safe and Well After Hurricane Irma Slammed Florida Keys http://www.traveling-cats.com/2017/02/cats-from-key-west-usa.html … #FloridaKeys #Florida #HurrcaneIrma";;;#FloridaKeys #Florida #HurrcaneIrma;"907529673709584384";https://twitter.com/ABTBSRS1/status/907529673709584384
CBSNews;2017-09-12 08:48;12;42;"Florida Keys compared to a "war zone" in wake of Hurricane Irma http://cbsn.ws/2wUloPS pic.twitter.com/jKTxriSMnI";;;;"907526213937385472";https://twitter.com/CBSNews/status/907526213937385472
Telegraph;2017-09-12 08:47;23;23;"Aerial footage shows toppled buildings and damaged boats in Key Largo, Florida after #HurricaneIrma strikespic.twitter.com/iG5ZkKypTx";;;#HurricaneIrma;"907526092889751552";https://twitter.com/Telegraph/status/907526092889751552
CNN;2017-09-12 08:45;117;163;"An estimated 10,000 who rode out Irma in the Florida Keys may require evacuation, the US Department of Defense said http://cnn.it/2gXKiYi";;;;"907525450515275776";https://twitter.com/CNN/status/907525450515275776
FoxNews;2017-09-12 08:23;48;136;"MORNING BRIEF: Carrier headed to the Florida Keys after Hurricane Irma http://www.foxnews.com/us/2017/09/12/morning-brief-carrier-headed-to-florida-keys-after-hurricane-irma.html …";;;;"907520043176550400";https://twitter.com/FoxNews/status/907520043176550400
Reuters;2017-09-12 07:30;34;38;"Frustrations mount for Florida Keys residents post-Irma. More: http://reut.rs/2xsfjus via @ReutersTV #HurricaneIrmapic.twitter.com/EJ2B1EIkYy";;@ReutersTV;#HurricaneIrmapic;"907506578596573184";https://twitter.com/Reuters/status/907506578596573184
nytimes;2017-09-12 07:05;44;124;"The Florida Keys are battered but still standing after taking Irma's hardest blow in the U.S. http://nyti.ms/2ff74r2";;;;"907500285546942464";https://twitter.com/nytimes/status/907500285546942464
ABC;2017-09-12 06:40;159;425;"County jail in Florida Keys shelters an array of wild animals during Hurricane #Irma http://abcn.ws/2gXvZmL pic.twitter.com/3BbRWZunrj";;;#Irma;"907494002097885184";https://twitter.com/ABC/status/907494002097885184
AP;2017-09-12 06:31;59;75;"VIDEO: Florida Senators Marco Rubio and Bill Nelson tour Florida Keys damage. http://apne.ws/mQMRs73";;;;"907491742924132352";https://twitter.com/AP/status/907491742924132352
Reuters;2017-09-12 06:28;29;53;"Florida Keys, airports partially re-open after Irma rips through state http://reut.rs/2eSjkNv";;;;"907491019792551936";https://twitter.com/Reuters/status/907491019792551936
